Number,Green Foci,Red Foci
1584,26,39
1584,9,29
1584,1,27
1584,40,49
1584,71,0
1584,24,25
1585,61,27
1585,35,20
1585,28,28
1585,27,19
1585,46,44
1585,55,50
1585,11,39
1585,1,37
1585,45,34
1586,37,29
1587,39,43
1587,82,23
1587,19,54
1587,0,1
1588,4,44
1588,16,51
1588,50,1
1588,9,27
1588,75,21
1588,47,34
1589,10,50
1589,6,8
1589,25,58
1589,4,7
1589,119,19
1589,29,37
1590,52,25
1590,26,34
1590,44,52
1590,8,21
1590,2,51
1590,56,8
1590,33,12
1590,4,18
1591,62,64
1591,42,49
1591,38,11
1591,45,47
1591,33,45
1591,25,31
1591,4,33
1591,30,10
1591,31,13
1591,0,14
1593,5,15
1593,26,25
1593,41,41
1593,48,41
1593,36,20
1593,33,28
1594,46,35
1594,28,5
1594,18,23
1594,23,46
1595,35,12
1595,11,33
1595,56,59
1595,16,24
1596,32,30
1596,48,34
1596,12,14
1596,49,42
1596,11,41
1597,4,8
1597,58,0
1597,32,51
1597,14,42
1597,38,47
1597,15,31
1597,10,51
1598,22,61
1598,45,48
1598,68,62
1599,35,46
1599,51,57
1599,42,53
1599,18,2
1599,14,43
1599,29,11
1600,43,3
1600,30,33
1600,16,51
1600,46,65
1600,73,57
1600,5,6
1600,30,56
1600,70,52
1601,32,40
1601,20,31
1601,33,48
1601,30,37
1601,41,0
1601,38,38
1602,30,37
1602,25,28
1602,28,25
1602,50,23
1602,1,32
1603,49,41
1603,10,40
1603,92,52
1603,24,11
1603,12,30
1604,25,22
1604,73,56
1604,12,38
1604,33,20
1604,20,12
1604,42,22
1604,12,47
1605,52,2
1605,78,70
1605,5,43
1605,4,31
1605,105,46
1605,8,12
1605,7,40
1605,4,33
1606,43,44
1606,24,9
1606,24,23
1606,27,50
1607,19,38
1607,28,48
1607,40,0
1607,33,63
1608,45,21
1608,2,52
1608,62,8
1608,1,48
1608,28,19
1608,39,47
1608,77,59
1608,37,9
1608,45,46
1608,15,21
1609,12,48
1609,14,43
1609,34,10
1609,53,20
1610,41,45
1610,22,28
1610,37,41
1610,39,37
1610,21,3
1611,17,34
1611,20,23
1611,48,47
1611,38,43
1612,11,52
1612,81,37
1612,1,22
1613,18,17
1614,42,12
1614,11,21
1614,23,61
1614,36,51
1614,11,35
1614,47,44
1615,5,39
1615,52,60
1615,36,15
1615,13,30
1615,15,33
1615,22,35
1615,66,35
1616,42,54
1616,21,11
1616,71,37
1616,24,35
1616,12,36
1616,5,31
1616,15,45
1616,55,5
1617,50,33
1617,69,19
1617,7,31
1617,18,29
1617,52,13
1617,20,60
1617,54,23
1617,8,30
1617,35,65
1617,19,46
1618,16,32
1618,31,34
1618,64,18
1618,55,8
1618,37,49
1618,35,30
1618,12,58
1618,66,11
1618,3,44
1618,23,53
1618,38,64
1618,14,26
1618,6,33
1618,32,2
1619,14,65
1619,66,9
1619,64,40
1619,49,38
1619,15,39
1619,14,13
1619,3,14
1619,6,31
1620,80,49
1620,23,14
1620,20,44
1620,14,48
1620,15,19
1621,48,54
1621,17,45
1621,39,6
1622,2,2
1622,27,55
1622,1,9
1622,39,44
1622,42,3
1622,57,60
1622,23,13
1622,66,59
1623,47,69
1623,27,32
1623,11,36
1623,9,48
1623,41,2
1623,30,1
1623,24,3
1623,28,39
1624,20,30
1624,24,16
1624,25,31
1625,54,41
1625,50,1
1625,29,15
1625,16,11
1626,17,42
1626,2,40
1626,51,29
1626,52,41
1626,54,7
1626,11,51
1626,38,20
1626,22,15
1626,60,52
1626,1,14
1627,49,29
1627,28,21
1627,57,23
1627,3,17
1627,33,47
1627,7,35
1628,54,39
1628,48,49
1628,14,32
1629,28,9
1629,21,45
1630,32,45
1630,20,17
1632,42,52
1632,28,43
1632,29,48
1632,2,13
1632,41,37
1632,48,41
1632,44,2
1633,16,10
1633,83,63
1633,24,26
1633,32,54
1633,5,42
1633,35,5
1633,1,35
1634,29,35
1635,58,10
1635,6,28
1635,31,50
1635,29,22
1635,15,45
1635,41,51
1636,53,42
1636,4,57
1636,24,42
1636,22,36
1636,68,16
1636,22,0
1637,62,52
1637,6,11
1637,21,39
1638,106,65
1638,31,18
1638,14,15
1638,27,56
1638,23,56
1638,11,28
1639,6,15
1639,7,18
1639,19,40
1639,66,56
1639,29,35
1639,27,38
1639,57,16
1640,52,66
1640,51,63
1640,34,0
1640,40,21
1640,24,35
1640,34,24
1640,21,36
1640,11,2
1641,20,30
1641,17,46
1641,11,19
1641,78,29
1641,10,12
1641,16,16
1641,33,43
1642,97,47
1642,9,43
1642,32,49
1642,33,34
1642,3,29
1643,46,41
1643,40,53
1643,38,28
1643,30,43
1643,8,31
1644,38,40
1644,30,35
1644,9,40
1644,39,8
1644,60,0
1644,31,39
1644,27,35
1644,36,26
1645,37,26
1645,58,51
1645,5,32
1645,9,17
1646,34,45
1646,41,44
1646,9,28
1646,60,13
1646,9,15
1647,7,39
1647,47,18
1647,71,18
1647,57,11
1647,11,45
1647,15,61
1647,14,49
1647,56,66
1647,60,7
1647,32,12
1647,11,21
1648,26,46
1648,22,51
1648,53,21
1648,41,10
1649,41,42
1649,60,21
1649,35,39
1649,22,43
1649,50,49
1649,18,29
1650,14,27
1650,52,28
1650,28,47
1650,41,33
1651,49,54
1651,12,25
1651,36,60
1651,47,4
1651,15,37
1651,30,30
1652,26,31
1653,26,48
1653,33,11
1654,56,46
1654,29,59
1654,0,16
1654,51,11
1655,56,32
1655,72,28
1655,24,26
1655,20,51
1655,31,48
1655,37,38
1655,20,35
1655,1,3
1655,27,48
1656,21,46
1656,5,29
1656,42,34
1656,47,23
1657,16,55
1657,55,26
1657,30,18
1657,23,21
1657,36,81
1658,80,26
1658,10,5
1658,32,42
1658,17,49
1659,34,51
1659,50,22
1659,44,11
1659,35,41
1659,10,24
1659,13,24
1659,13,6
1659,19,31
1660,12,46
1660,12,29
1660,84,40
1660,48,35
1660,27,9
1660,31,51
1661,42,36
1661,0,18
1662,45,34
1662,46,17
1662,4,78
1662,40,23
1662,7,7
1662,43,43
1663,53,16
1663,17,41
1663,24,18
1663,44,19
1663,4,33
1663,37,58
1663,20,54
1664,28,38
1664,6,34
1664,55,36
1664,18,35
1664,26,25
1664,14,12
1664,49,16
1665,44,58
1665,55,11
1665,20,36
1665,46,23
1665,50,30
1665,10,21
1665,26,54
1665,1,24
1666,49,36
1666,30,44
1666,16,29
1666,23,40
1666,48,45
1666,6,20
1667,57,54
1667,48,0
1667,25,37
1667,0,27
1668,52,39
1668,39,46
1668,48,47
1668,5,23
1668,39,3
1668,23,30
1669,41,21
1669,69,59
1669,38,16
1669,37,51
1669,12,42
1670,1,33
1670,27,31
1670,0,49
1670,72,18
1670,41,58
1670,43,42
1670,18,29
1670,38,38
1671,57,4
1671,131,96
1671,46,68
1671,7,57
1671,15,24
1671,1,0
1671,17,4
1672,64,100
1672,9,39
1672,29,17
1672,95,57
1672,6,40
1672,15,31
1672,46,9
1672,23,6
1673,20,23
1674,88,12
1674,22,34
1674,36,56
1674,9,28
1674,22,58
1674,31,36
1674,8,9
1674,13,26
1675,31,36
1676,20,4
1676,19,34
1676,43,1
1676,16,2
1676,30,57
1676,72,49
1676,19,56
1677,73,74
1677,1,22
1677,12,0
1677,23,34
1677,3,22
1677,5,30
1678,4,38
1678,57,71
1678,25,3
1679,34,63
1679,0,49
1679,10,70
1679,67,18
1679,44,17
1679,32,70
1679,54,21
1679,34,6
1679,16,39
1679,44,10
1680,15,39
1680,46,14
1680,27,45
1680,45,35
1680,13,29
1680,27,32
1680,24,44
1680,43,20
1681,21,83
1681,33,66
1681,77,44
1681,37,13
1681,19,2
1681,44,18
1681,0,18
1682,24,39
1682,38,41
1682,0,14
1682,47,55
1682,84,54
1682,14,27
1682,3,29
1682,24,48
1682,59,8
1682,24,3
1683,44,46
1683,32,49
1683,27,25
1684,65,28
1684,34,42
1684,44,31
1684,1,30
1684,18,31
1684,28,37
1685,16,23
1686,29,44
1686,68,65
1686,3,5
1687,12,53
1687,31,25
1687,69,44
1687,66,43
1687,8,48
1687,48,6
1687,17,41
1688,81,24
1688,47,50
1688,31,44
1688,50,36
1688,41,51
1688,6,30
1688,24,37
1689,18,18
1689,54,23
1689,20,17
1689,38,23
1689,66,33
1689,5,53
1689,36,41
1690,53,9
1690,58,21
1690,4,27
1690,31,51
1690,13,36
1691,55,58
1691,7,24
1691,40,36
1692,23,42
1692,24,2
1692,26,40
1692,35,47
1692,45,2
1693,28,17
1693,42,31
1693,38,38
1693,32,33
1693,27,20
1693,7,47
1694,14,23
1694,66,39
1695,54,50
1695,0,14
1695,17,7
1695,28,31
1696,72,28
1696,19,37
1696,54,63
1696,23,38
1696,11,28
1696,33,53
1696,8,18
1696,20,32
1697,35,34
1697,23,24
1698,38,48
1698,19,29
1699,50,50
1699,4,19
1700,56,40
1700,35,51
1700,43,33
1700,43,46
1700,28,49
1700,8,35
1700,44,16
1701,35,27
1701,64,50
1701,53,20
1701,30,31
1701,22,54
1701,51,33
1701,23,102
1701,23,24
1701,8,48
1702,36,50
1702,75,53
1702,52,32
1702,58,12
1702,49,40
1702,22,24
1702,30,50
1702,19,48
1702,16,13
1702,0,18
1703,37,48
1703,62,78
1703,29,42
1703,20,34
1703,29,23
1703,56,40
1705,31,58
1705,12,49
1705,34,28
1705,96,72
1705,62,48
1705,44,8
1705,3,27
1705,53,42
1705,5,11
1705,10,6
1705,13,23
1706,58,49
1706,17,25
1706,13,12
1707,49,6
1707,13,38
1707,94,51
1707,20,62
1707,11,60
1707,5,5
1708,28,58
1708,28,5
1708,9,48
1708,44,10
1709,55,49
1709,13,39
1709,26,26
1709,31,26
1709,40,36
1710,14,45
1710,79,31
1710,24,64
1710,6,2
1710,0,1
1711,15,36
1711,30,9
1712,44,52
1712,11,37
1712,58,72
1712,35,55
1712,36,0
1712,3,0
1713,41,21
1713,47,28
1713,24,58
1713,6,31
1714,56,44
1714,27,46
1714,3,2
1715,34,56
1715,19,48
1715,76,61
1715,7,14
1715,21,4
1715,12,1
1716,37,48
1716,15,10
1717,66,24
1717,5,36
1717,34,44
1717,36,32
1717,23,28
1717,30,53
1717,6,4
1718,38,62
1718,71,2
1718,64,62
1718,25,21
1718,11,46
1718,10,16
1719,9,26
1719,33,35
1719,58,58
1720,22,27
1721,31,36
1721,39,36
1721,20,36
1721,26,30
1721,37,8
1722,33,55
1722,37,33
1722,16,38
1722,53,1
1722,12,39
1723,18,25
1724,30,38
1724,27,61
1724,25,11
1724,56,35
1725,31,54
1725,16,0
1725,11,30
1726,31,0
1726,42,72
1726,22,17
1728,46,26
1728,7,6
1728,9,52
1728,0,24
1730,18,20
1732,66,51
1732,5,4
1732,4,45
1732,8,21
1733,6,12
1733,11,13
1733,18,63
1733,0,29
1733,0,18
1733,7,21
1735,23,29
1735,45,41
1736,21,26
1736,37,14
1736,31,18
1736,19,0
1736,0,14
1736,32,0
1736,6,0
1736,7,82
1736,9,0
1736,8,108
1736,11,0
1737,47,23
1737,39,53
1737,57,6
1737,18,27
1737,1,24
1737,25,55
1738,21,64
1738,90,46
1738,17,36
1738,46,57
1738,27,46
1738,45,29
1738,0,13
1738,39,38
1738,30,18
1738,3,12
1739,45,36
1739,32,39
1739,32,45
1740,17,35
1740,38,37
1740,24,32
1740,39,6
1741,26,42
1741,54,29
1741,36,24
1741,11,37
1741,61,13
1741,3,28
1743,39,56
1743,97,76
1743,28,77
1743,13,13
1743,9,21
1743,26,22
1743,20,41
1743,32,20
1743,20,32
1743,78,10
1744,31,36
1744,26,28
1745,17,43
1745,37,11
1747,1,32
1747,32,3
1747,3,36
1748,49,14
1748,21,52
1749,11,33
1750,14,44
1750,6,34
1750,36,14
1751,19,27
1752,17,30
1752,14,46
1752,15,38
1752,12,17
1752,3,3
1752,25,27
1752,35,19
1752,10,30
1753,23,28
1754,12,30
1754,85,25
1754,2,42
1754,77,32
1754,1,17
1754,16,29
1754,4,57
1754,32,18
1755,61,48
1755,7,20
1756,34,28
1756,20,31
1756,28,47
1756,16,20
1756,58,31
1757,6,30
1757,59,33
1758,73,30
1758,5,31
1758,2,30
1759,32,27
1759,43,41
1759,2,29
1759,58,21
1760,48,2
1760,10,37
1760,20,40
1760,59,26
1760,22,44
1760,36,45
1760,11,25
1760,38,3
1761,88,74
1761,5,24
1762,16,45
1762,71,49
1762,24,43
1762,34,34
1763,31,25
1763,16,38
1763,24,29
1763,34,45
1763,16,16
1764,32,25
1765,17,35
1765,27,38
1765,19,24
1766,18,25
1766,1,20
1766,1,37
1766,53,51
1766,9,16
1766,20,12
1767,11,23
1767,19,26
1767,34,33
1767,2,25
1768,13,11
1768,35,86
1768,36,35
1769,9,12
1769,15,51
1769,27,14
1769,14,13
1769,10,39
1770,17,34
1770,35,41
1771,45,54
1771,30,48
1771,17,5
1771,13,17
1772,64,34
1772,22,35
1772,20,44
1772,19,36
1773,21,58
1773,52,49
1773,101,35
1773,7,26
1773,13,4
1773,1,15
1774,10,18
1774,22,17
1774,33,36
1775,29,35
1776,42,15
1776,22,27
1776,35,59
1776,42,37
1776,27,32
1776,24,33
1776,7,30
1777,21,27
1777,35,22
1777,17,21
1778,22,42
1778,34,10
1779,35,23
1779,35,33
1779,6,21
1780,38,25
1780,77,76
1780,24,36
1780,29,14
1780,3,9
1780,1,21
1780,15,42
1781,16,41
1781,14,34
1781,32,20
1782,6,19
1782,0,30
1782,35,13
1782,22,39
1783,28,45
1783,12,19
1784,58,47
1784,16,53
1784,14,17
1784,6,20
1784,8,16
1785,25,28
1785,19,53
1785,18,24
1785,29,23
1786,10,32
1786,60,30
1786,25,42
1787,25,32
1788,30,29
1789,61,13
1789,41,26
1789,25,47
1789,20,24
1789,11,29
1789,13,8
1789,0,17
1791,52,31
1791,22,43
1791,10,29
1792,49,42
1792,10,29
